rating,renterTripsTaken,reviewCount,location.latitude,location.longitude,owner.id,rate.daily,vehicle.year
4.89,11,9,33.890901,-84.453496,12796797,150,2018
4.9,14,10,33.849506,-84.520721,11312622,90,2013
0.0,0,0,33.789835,-84.388128,1523445,138,2020
4.86,7,7,33.659791,-84.432933,15406472,150,2019
4.91,53,45,33.776537,-84.359708,464263,385,2005
5.0,5,5,33.749752,-84.400123,1846481,250,2018
5.0,6,5,33.884486,-84.463509,2312511,150,2016
5.0,12,11,33.809233,-84.047014,11258220,202,2017
0.0,0,0,33.91812,-84.554541,735348,135,2017
5.0,2,2,34.067805,-84.213456,11216559,151,2019
4.82,71,61,33.927373,-84.342797,511103,110,2011
5.0,6,5,34.019483,-84.565131,15256714,300,2016
4.73,27,26,33.648408,-84.45384,8444510,32,2017
4.96,59,54,33.927706,-84.342776,511103,95,2016
5.0,5,4,33.807028,-84.045642,11258220,150,2017
5.0,3,1,33.990955,-84.628724,1140700,60,2017
4.85,51,48,33.927656,-84.343058,511103,129,2017
0.0,0,0,33.621941,-84.65349,1278682,82,2016
0.0,1,0,33.776511,-84.408414,15071013,105,2019
5.0,23,21,33.713244,-84.502636,9326905,147,2019
4.85,28,26,33.68153,-84.407289,3792936,122,2011
4.74,28,23,33.63415,-84.454896,10250575,49,2020
5.0,26,21,33.402177,-84.563264,12096465,139,2015
4.77,17,13,33.992062,-84.154258,6514411,149,2019
4.51,51,39,33.772126,-84.419021,7221030,37,2014
5.0,15,9,33.914354,-84.48546,1919268,180,2017
4.88,47,42,33.66857,-84.417392,6482788,165,2016
5.0,2,1,33.910368,-84.483288,11454718,211,2016
4.87,56,47,33.811362,-84.452952,2052844,120,2014
4.92,45,40,33.783971,-84.383664,8752492,99,2016
5.0,3,2,33.682324,-84.409111,3792936,127,2012
4.86,30,28,33.647684,-84.453383,8444510,32,2017
5.0,14,11,34.070795,-84.528949,14354281,200,2017
5.0,27,24,33.80541,-84.526445,217743,386,2014
5.0,6,6,33.735152,-85.143922,15581324,94,2015
5.0,58,55,33.927733,-84.342829,511103,89,2019
4.92,33,25,33.667803,-84.418423,10413163,137,2017
5.0,15,14,33.394151,-84.732845,13728129,97,2014
5.0,5,3,33.723632,-84.092345,15031450,160,2017
5.0,15,15,33.72414,-84.732501,14841812,108,2015
0.0,0,0,33.63681,-84.827506,2530195,135,2016
5.0,10,10,33.57398,-83.997441,15152803,128,2018
5.0,11,8,33.992527,-84.341541,310752,167,2015
4.89,69,65,33.723657,-84.168811,7363993,42,2017
4.98,128,117,33.92741,-84.342783,511103,85,2018
5.0,9,8,33.66851,-84.418445,6482788,130,2015
4.89,76,70,33.370201,-84.530407,1416567,115,2013
0.0,0,0,33.595022,-84.422693,14917535,28,2020
5.0,15,11,33.850201,-84.366107,10872556,48,2018
0.0,0,0,33.813345,-84.529672,217743,350,2017
5.0,6,5,34.070353,-84.529444,14354281,200,2014
0.0,0,0,33.814368,-84.258781,270450,179,2018
4.74,91,76,33.822774,-84.37176,10216804,48,2011
5.0,2,1,33.753546,-84.234219,15117491,64,2008
4.75,17,16,33.787378,-84.387736,6830247,172,2017
5.0,5,5,33.683468,-84.538252,3665954,150,2017
4.83,25,18,34.037805,-84.171103,8655954,149,2020
4.77,14,13,33.659394,-84.476251,4782598,44,2016
4.9,64,51,33.668674,-84.417697,6482788,120,2017
5.0,26,22,33.580143,-84.643162,12029322,38,2014
5.0,4,3,33.792982,-84.194177,5253132,82,2017
0.0,0,0,33.837361,-84.363373,4726027,112,2019
5.0,17,14,33.970895,-84.199674,5586320,149,2015
5.0,13,11,33.88,-84.511796,1740878,80,2020
4.63,271,195,33.648355,-84.454283,507900,39,2015
4.86,73,63,33.668797,-84.419681,6482788,120,2016
0.0,0,0,33.60241,-84.438334,8814550,87,2020
5.0,7,6,33.784387,-84.636909,9218210,35,2014
4.78,62,49,33.582899,-84.471096,1426383,35,2015
4.81,139,98,33.646342,-84.453593,507900,51,2016
4.96,26,23,33.878617,-84.456585,6580855,40,2019
5.0,56,51,33.927371,-84.342878,511103,89,2019
5.0,15,13,33.849251,-84.519273,11312622,72,2015
5.0,5,4,33.928988,-84.342407,511103,89,2017
4.84,54,49,33.822646,-84.371718,10216804,40,2012
5.0,6,2,33.937641,-84.37613,12800611,600,2016
4.89,26,19,33.934747,-84.365228,1251177,199,2018
5.0,7,3,33.806156,-84.52637,217743,265,2020
5.0,36,34,33.922219,-84.304205,8691695,200,2020
4.79,99,78,33.667415,-84.419198,6482788,120,2013
4.83,23,18,33.658852,-84.477021,4782598,39,2010
4.94,39,36,33.667718,-84.419644,10413163,85,2016
4.79,45,38,33.582376,-84.470943,1426383,57,2009
5.0,10,9,33.696169,-84.520114,1891792,57,2018
5.0,4,4,33.768065,-84.74567,5133548,226,2017
4.86,27,22,33.721839,-84.169642,7363993,44,2017
4.97,41,35,33.668353,-84.418542,10413163,112,2019
4.67,3,3,33.917415,-84.359627,15346119,148,2015
5.0,21,19,33.786892,-84.381403,5801653,153,2014
4.8,5,5,34.122754,-84.03311,6939498,74,2018
4.69,14,13,33.934135,-84.364693,1251177,269,2020
4.86,91,69,33.813481,-84.365042,7725344,129,2012
4.95,21,19,33.740154,-84.358581,10167863,84,2017
5.0,9,8,33.885875,-84.56284,14953193,58,2014
0.0,0,0,33.850502,-84.367464,1057995,150,2015
4.9,159,146,33.58197,-84.471549,1426383,33,2017
4.86,82,70,33.709443,-84.266606,1661563,50,2017
4.67,84,70,33.582189,-84.471143,1426383,47,2011
4.89,10,9,33.935586,-84.470631,15185267,50,2017
0.0,0,0,33.54394,-84.231526,10439598,150,2015
5.0,71,63,34.050037,-84.089022,312450,99,2016
5.0,2,2,33.661941,-84.088375,15693009,71,2016
4.86,75,66,33.708738,-84.267147,1661563,56,2018
0.0,0,0,33.901501,-84.674359,8952295,140,2020
5.0,3,3,33.722747,-84.168365,7363993,45,2017
4.81,106,88,33.709128,-84.266907,1661563,64,2010
4.72,67,64,33.773652,-84.420303,7221030,70,2012
4.92,159,139,33.606816,-84.36688,1727097,52,2013
5.0,12,9,33.709186,-84.265834,1661563,60,2012
0.0,0,0,33.76981,-84.19351,5162679,67,2020
5.0,3,3,33.605798,-84.501351,15622497,48,2015
5.0,11,6,33.793057,-84.290081,14910142,132,2018
4.9,66,49,33.707521,-84.267661,1661563,54,2018
4.88,59,52,33.932806,-84.139116,3698495,63,2017
4.83,44,36,33.708748,-84.267983,1661563,54,2017
5.0,10,10,33.984904,-84.342695,14634339,176,2019
4.97,41,37,33.466806,-84.216997,10244672,90,2015
4.87,66,54,33.932088,-84.14028,3698495,62,2018
5.0,4,2,33.504183,-84.169019,7934891,800,2019
5.0,10,8,33.753282,-84.466572,1886829,299,2020
4.8,5,5,34.033443,-84.181063,886557,216,2015
4.91,36,34,33.811329,-84.375881,3659271,99,2016
4.86,73,64,33.594282,-83.968334,1238898,50,2015
5.0,27,23,33.91835,-84.553948,735348,125,2019
4.73,56,51,33.708559,-84.267069,1661563,45,2017
4.7,100,81,33.772969,-84.419985,7221030,50,2016
5.0,18,14,33.855996,-84.032137,308839,53,2011
4.85,34,33,33.467875,-84.216673,10244672,90,2015
4.73,52,37,33.772143,-84.418645,7221030,58,2011
4.88,52,40,33.707789,-84.26747,1661563,43,2008
0.0,0,0,33.696395,-84.171172,15739167,103,2014
4.88,19,17,33.85478,-84.031592,308839,52,2011
4.86,66,56,30.286223,-97.706597,4353395,37,2012
4.98,60,47,30.284071,-97.706141,988215,38,2017
4.97,39,35,30.307308,-97.709255,10089647,35,2018
4.81,51,43,30.306372,-97.70851,8421016,37,2015
4.99,107,90,30.306573,-97.709083,4353395,35,2010
4.91,89,75,30.305641,-97.708108,4353395,35,2010
4.86,109,91,30.30624,-97.707401,4353395,35,2011
0.0,3,0,30.284818,-97.705753,14404790,35,2012
5.0,4,3,30.184719,-97.802598,7095382,24,2009
4.9,61,49,30.305719,-97.708528,4353395,31,2010
4.63,54,48,30.217927,-97.66203,11279587,32,2011
4.95,120,100,30.285239,-97.706193,4353395,41,2012
4.95,20,20,30.219193,-97.662154,11279587,58,2016
5.0,14,11,30.306388,-97.709561,914019,42,2011
4.92,59,49,30.307395,-97.707145,914019,43,2009
4.92,30,24,30.286173,-97.706689,5343023,34,2013
4.8,25,20,30.307723,-97.708747,8421016,49,2016
4.98,58,50,30.217598,-97.686914,8793776,59,2015
0.0,0,0,30.285424,-97.705955,4353395,38,2012
5.0,30,25,30.306435,-97.706873,914019,43,2013
5.0,44,39,30.306629,-97.709578,914019,43,2009
4.95,22,22,30.248615,-97.733612,14602921,58,2017
5.0,3,3,30.285107,-97.705221,10089647,37,2017
4.92,29,26,30.285073,-97.705661,8421016,35,2019
3.86,10,7,30.218076,-97.662069,11279587,31,2012
4.95,49,39,30.36918,-97.620406,9046223,99,2019
5.0,27,23,30.300782,-97.712261,9463179,89,2016
5.0,5,4,30.342937,-97.526437,13858730,60,2018
5.0,21,18,30.471685,-97.825615,1351290,175,2017
5.0,23,20,30.307486,-97.70936,914019,32,2008
5.0,10,10,30.175005,-97.785674,7376797,107,2018
5.0,26,21,30.189194,-97.888778,10147412,105,2014
4.87,58,46,30.369252,-97.620195,9046223,80,2018
4.91,108,96,30.27461,-97.751945,8755908,69,2019
4.89,25,18,30.286542,-97.706306,988215,39,2018
5.0,22,17,30.440669,-97.700369,4471592,91,2007
5.0,22,20,30.174308,-97.852839,7649574,55,2018
5.0,2,2,30.239613,-97.720512,2130021,70,2016
5.0,7,6,30.554584,-97.762388,5880880,56,2015
4.85,42,39,30.228099,-97.721796,6510847,31,2017
5.0,11,7,30.273903,-97.723299,5793069,126,2016
4.93,64,56,30.369321,-97.620106,9046223,80,2017
4.96,29,28,30.56407,-97.81567,10817313,121,2020
5.0,1,1,30.509571,-97.651045,11986021,70,2020
5.0,21,18,30.316023,-97.712861,9113625,35,2014
5.0,1,1,30.286347,-97.720374,15054209,135,2017
5.0,15,14,30.420479,-97.739445,7107554,75,2015
4.83,14,12,30.368803,-97.999417,3037579,199,2018
4.79,52,43,30.172393,-97.695236,2693957,31,2008
0.0,0,0,30.419931,-97.738037,7107554,175,2016
5.0,1,1,30.170285,-97.854177,1849874,59,2020
4.95,104,88,30.249632,-97.855855,4022601,129,2019
5.0,17,17,30.563432,-97.81463,10817313,96,2019
5.0,30,30,30.567746,-97.609215,4738959,87,2015
5.0,6,5,30.522564,-97.655139,268973,60,2018
5.0,43,30,30.250087,-97.856532,4022601,199,2019
5.0,1,1,30.306554,-97.742256,11222799,95,2019
4.87,18,15,30.246976,-97.775147,305300,60,2016
4.85,16,13,30.519566,-97.741162,1351290,99,2018
0.0,0,0,30.471302,-97.825486,1351290,250,2020
4.75,14,12,30.169569,-97.959966,4742782,99,2014
5.0,3,3,30.559641,-97.677341,10240102,85,2014
0.0,0,0,30.168224,-97.810317,9921706,66,2019
4.99,80,67,30.282214,-97.743103,526216,79,2017
5.0,57,53,30.281295,-97.742729,526216,149,2019
5.0,15,14,30.471511,-97.825598,1351290,84,2019
5.0,28,26,30.252144,-97.765354,1432343,169,2020
5.0,2,2,30.380052,-97.879069,14821685,65,2010
4.82,83,61,30.217841,-97.662414,226203,29,2009
4.66,43,32,30.217694,-97.662136,226203,29,2009
4.97,37,34,30.281102,-97.742697,526216,79,2018
4.7,114,82,30.217723,-97.662243,226203,29,2010
4.98,55,49,30.532589,-97.856023,2205924,42,2017
5.0,5,5,30.285892,-97.7201,15054209,89,2016
5.0,3,3,30.409239,-97.700399,15215074,230,2019
4.93,15,14,30.472551,-97.826223,1351290,72,2016
0.0,0,0,30.312354,-97.753531,2907482,79,2016
5.0,61,50,30.172033,-97.695765,2693957,39,2019
4.8,46,40,30.531484,-97.856971,2205924,46,2019
5.0,3,3,30.181456,-97.771797,2401031,100,2018
5.0,1,1,30.086958,-97.307824,8907527,62,2014
4.95,111,91,30.186546,-97.744319,3595768,60,2014
4.97,36,34,30.532488,-97.857745,2205924,60,2019
5.0,5,5,30.508102,-97.597166,3796227,120,2013
4.97,38,37,30.195245,-97.811651,4722830,99,2020
5.0,10,6,30.491107,-97.633688,1698554,475,2018
5.0,10,8,30.347655,-97.857329,11555570,64,2012
4.48,55,31,30.216981,-97.662619,226203,29,2009
4.95,54,44,30.169396,-97.958952,4742782,79,2012
0.0,0,0,30.472156,-97.826193,1351290,110,2020
4.93,36,27,30.229183,-97.721469,6510847,29,2012
4.93,19,15,30.16941,-97.958171,4742782,99,2018
5.0,10,8,30.253362,-97.765146,1432343,110,2020
5.0,2,2,30.465201,-97.793332,13619893,90,2018
5.0,28,22,30.17203,-97.695454,2693957,55,2015
5.0,30,27,30.260292,-97.901671,1735989,65,2013
4.84,30,25,30.202509,-97.807404,8642074,45,2013
5.0,9,7,30.087434,-97.863212,14324204,43,2013
5.0,36,27,30.307788,-97.72113,1323619,75,2015
5.0,6,4,30.699419,-97.863688,6123565,31,2019
5.0,17,17,30.563945,-97.814958,10817313,49,2020
5.0,20,15,30.24966,-97.85785,4022601,175,2019
4.5,10,10,30.210734,-97.667709,9859133,65,2019
5.0,14,14,31.536349,-97.204985,10135745,150,2017
5.0,22,15,30.491969,-97.846945,5128958,58,2012
0.0,0,0,30.254914,-97.865593,10486401,369,2019
5.0,11,8,30.202829,-97.771173,13078780,55,2020
5.0,4,3,30.471503,-97.825836,1351290,65,2019
5.0,16,14,30.13717,-97.794814,10373750,85,2012
4.98,45,41,30.418945,-97.739133,7107554,39,2016
5.0,1,1,30.472093,-97.826111,1351290,65,2020
5.0,11,10,30.241177,-98.046087,856042,99,2018
5.0,43,30,30.287585,-97.767067,1031296,45,2013
4.98,52,49,30.24954,-97.856581,4022601,113,2020
5.0,16,15,30.398521,-97.723894,11067767,90,2011
5.0,9,8,30.200222,-97.742816,3143655,99,2018
5.0,17,15,30.402777,-97.660493,10323824,65,2015
5.0,35,30,30.281849,-97.742374,526216,69,2019
5.0,24,19,30.281003,-97.743406,526216,69,2019
5.0,17,13,30.195673,-97.813254,4722830,84,2017
5.0,6,5,30.179984,-97.840637,10253567,85,2015
5.0,3,3,30.472611,-97.558001,4879293,89,2018
4.75,12,12,30.178161,-97.695345,2885282,88,2016
0.0,0,0,30.420267,-97.856875,2451165,175,2015
5.0,4,3,30.204229,-97.806249,14436588,90,2011
5.0,1,1,30.417177,-97.711455,11179653,65,2015
0.0,0,0,30.271118,-97.758677,527562,149,2018
5.0,2,2,30.190479,-97.792669,2474094,150,2012
4.88,27,24,30.246411,-97.751444,11676918,34,2012
5.0,26,22,30.282543,-97.742769,526216,49,2020
4.92,14,13,30.28122,-97.741169,526216,44,2017
5.0,15,9,30.249553,-97.856495,4022601,65,2020
4.8,7,5,30.249388,-97.856408,4022601,42,2019
4.6,10,10,30.202869,-97.77119,13078780,42,2020
4.98,99,85,30.200141,-97.74275,3143655,44,2019
5.0,31,26,30.150364,-97.719832,13184353,62,2015
0.0,0,0,30.34236,-97.969402,1533794,30,2020
5.0,28,22,30.523382,-97.863155,5128958,32,2015
5.0,28,24,30.369053,-97.998365,3037579,45,2018
5.0,38,28,30.245169,-97.752532,11676918,36,2013
4.97,44,37,30.246203,-97.751169,11676918,31,2009
0.0,0,0,30.231489,-97.750083,8153568,57,2019
0.0,0,0,30.205999,-97.779891,45702,40,2014
5.0,11,11,30.404873,-97.713525,10701860,42,2015
5.0,4,3,30.422903,-97.784639,656440,49,2012
5.0,27,25,30.247572,-97.775373,1854243,49,2017
5.0,3,3,29.989504,-97.859886,4303241,52,2017
5.0,7,4,30.249627,-97.8567,4022601,45,2019
5.0,3,2,30.349875,-97.733228,2064076,38,2014
5.0,10,7,29.990309,-97.858799,4303241,52,2015
4.84,35,32,30.49195,-97.847827,5128958,30,2019
5.0,39,36,30.420111,-97.844791,8693408,33,2016
5.0,2,2,29.990009,-97.859521,4303241,52,2019
5.0,7,7,30.405372,-97.713717,10701860,36,2018
5.0,2,1,30.178514,-97.694673,2885282,31,2015
4.71,44,38,30.399357,-97.748054,2064076,35,2014
5.0,19,15,30.292881,-97.719245,1607310,32,2011
4.91,12,12,30.566959,-97.662537,1821967,35,2018
4.97,80,73,30.348924,-97.733856,2064076,29,2006
4.94,66,52,30.422856,-97.78499,656440,30,2018
5.0,38,37,30.179241,-97.695907,2885282,37,2009
5.0,1,1,30.348408,-97.734595,2064076,30,2015
4.9,34,29,30.419914,-97.844798,8693408,30,2017
4.96,113,94,30.349486,-97.73431,2064076,27,2012
4.86,22,21,30.179585,-97.695114,2885282,31,2013
5.0,48,48,30.180342,-97.839816,10253567,29,2015
4.97,42,39,30.178611,-97.839696,10253567,28,2014
4.64,16,14,30.349981,-97.734548,2064076,27,2011
0.0,1,0,30.349692,-97.734379,2064076,28,2011
4.79,18,14,30.357025,-97.738954,2064076,26,2012
5.0,11,10,30.179349,-97.840803,10253567,25,2011
4.89,59,47,30.350075,-97.735239,2064076,22,2007
4.78,40,36,30.18031,-97.839644,10253567,24,2008
4.92,201,146,30.423899,-97.78437,656440,24,2006
5.0,5,5,35.463829,-82.515904,14968053,99,2019
0.0,1,0,35.756719,-82.427241,14788580,229,2014
5.0,2,2,35.594666,-82.55156,187736,42,2017
5.0,9,8,35.554502,-82.539058,1885413,57,2017
4.96,32,23,35.617781,-82.317852,10027724,68,2017
5.0,2,2,35.464409,-82.515226,14968053,99,2018
0.0,0,0,35.444503,-82.535821,6442535,80,2018
5.0,6,4,35.410798,-83.325849,6607832,229,2020
5.0,2,2,35.484145,-82.550781,10681742,300,1968
5.0,1,1,35.253765,-82.210053,13158307,65,2015
5.0,1,1,35.485123,-82.552384,10681742,450,1965
0.0,0,0,35.614506,-82.648556,3422524,700,1976
5.0,47,42,41.709025,-72.903524,9132914,64,2010
4.9,25,21,41.838655,-72.663271,1424132,152,2014
5.0,21,20,41.824487,-72.485476,8566114,199,2018
0.0,0,0,42.09985,-72.58714,548476,150,2018
4.92,101,92,41.716968,-72.572893,4722061,69,2011
5.0,4,4,41.824804,-72.488751,8566114,99,2015
4.95,87,82,41.716399,-72.57139,4722061,59,2015
4.92,64,59,41.458095,-72.80772,9995451,90,2018
4.98,45,42,41.824915,-72.483897,8566114,34,2010
5.0,9,8,41.620066,-72.689211,1581963,999,2007
4.97,71,65,41.827142,-72.485049,8566114,31,2010
5.0,19,16,41.838764,-72.663227,1424132,78,2019
5.0,9,8,41.682342,-72.772482,897554,49,2017
5.0,7,6,41.458393,-72.808329,9995451,400,2019
4.5,4,4,41.681576,-72.772868,897554,47,2013
5.0,4,1,41.667221,-72.922122,4126893,62,2017
5.0,1,1,41.771083,-72.612939,14353368,142,2017
4.83,6,6,41.689327,-72.789604,9980356,127,2014
5.0,5,4,41.838835,-72.663079,1424132,42,2015
5.0,4,4,41.735842,-72.799885,10452226,42,2020
5.0,11,11,41.382943,-72.882417,8712055,90,2017
5.0,66,59,41.731912,-72.790824,10452226,32,2018
5.0,3,2,41.619969,-72.69011,1581963,99,2011
5.0,23,16,41.839168,-72.662798,1424132,36,2011
4.91,40,34,47.620862,-122.320774,2026318,39,2009
4.95,27,22,47.658837,-122.291019,2026318,34,2009
5.0,29,25,47.661827,-122.280632,2026318,39,2019
4.95,21,19,47.660728,-122.280633,2026318,39,2019
4.69,17,13,47.553276,-122.076813,9364230,65,2013
4.84,31,25,47.669831,-122.297082,2026318,24,2009
0.0,1,0,47.786088,-122.343606,3965077,80,2015
4.65,22,20,47.377536,-122.203713,7001002,45,2018
4.58,25,19,47.366652,-122.16764,7001002,49,2007
4.86,32,28,47.367706,-122.166928,7001002,45,2009
5.0,17,13,46.998002,-122.868605,6603880,48,2014
4.7,61,54,47.671865,-122.128354,1716468,34,2008
5.0,3,3,47.698706,-122.188845,6379067,34,2014
4.65,29,20,47.801104,-122.184823,7040600,28,2010
5.0,1,1,44.8063,-68.823637,10872554,95,2012
5.0,16,15,33.547441,-86.68042,6134418,74,2016
4.92,52,49,33.546859,-86.682149,6134418,41,2019
5.0,5,3,33.654985,-86.723972,4282994,55,2017
5.0,5,5,33.354619,-86.791406,5631310,45,2015
5.0,18,16,33.54653,-86.68188,6134418,40,2018
0.0,0,0,33.612678,-85.793056,4996747,130,2019
0.0,0,0,33.610918,-85.793941,4996747,695,2019
4.75,6,4,33.417817,-86.810919,14585,43,2008
5.0,4,4,33.612044,-85.792954,4996747,46,2020
5.0,7,6,45.8044,-108.538753,14512735,74,2010
4.92,163,138,36.144821,-86.66795,7326774,32,2017
4.73,79,62,36.144524,-86.667723,7326774,29,2013
4.63,129,112,36.143758,-86.667644,7326774,29,2013
4.75,102,81,36.144093,-86.667442,7326774,29,2012
4.95,230,199,36.102231,-86.646142,311958,35,2017
4.69,94,74,36.144329,-86.668383,7326774,40,2007
4.92,29,25,36.126768,-86.677633,311958,49,2015
5.0,16,14,36.290552,-86.738067,6642682,39,2016
0.0,0,0,36.065433,-87.374068,14932786,67,2018
5.0,7,6,36.291842,-86.737076,6642682,54,2017
0.0,0,0,36.0157,-86.710746,14523830,194,2015
4.88,22,17,36.084671,-86.643423,9753934,69,2019
5.0,17,15,36.024603,-86.787945,624902,198,2017
5.0,15,14,36.024932,-86.583241,622296,59,2018
4.97,76,67,36.154764,-86.775611,1332517,109,2019
5.0,7,5,36.084772,-86.64302,9753934,69,2018
4.97,77,70,36.128283,-86.749793,4011743,115,2011
5.0,3,3,35.738392,-86.893133,15303357,36,2019
4.88,20,17,36.259843,-86.738015,7067155,172,2018
4.92,60,53,36.083487,-86.643043,9753934,79,2018
5.0,1,1,36.034244,-86.747107,1641245,94,2018
4.94,40,35,36.03473,-86.747089,1641245,90,2015
5.0,9,9,36.025006,-86.712243,15353030,55,2019
0.0,0,0,36.161301,-86.876438,5672289,79,2016
4.96,85,70,36.289546,-86.576018,2067771,153,2017
5.0,12,12,35.82258,-86.457155,10462634,59,2016
5.0,1,1,35.755943,-86.407879,11286951,99,2018
4.96,53,48,36.085259,-86.644044,9753934,55,2014
